n,p,KL Divergence,Jensen-Shannon Divergence,Wasserstein Distance
100,0.86,0.47936291349740506,0.37147049838669904,3.8377567538095367
100,0.87,0.49344652837582653,0.376536955649273,3.8603504187405266
100,0.88,0.5074399184707886,0.3814760795643728,3.8905039647752506
100,0.89,0.5216092191841576,0.38639878161300606,3.933797842640931
100,0.9,0.5364219227129173,0.3914891905856786,3.997051621460554
100,0.91,0.5526730139143605,0.39705112550564226,4.111445438183911
100,0.92,0.5717254323722616,0.4035936081910461,4.273504320818979
100,0.93,0.5959812513130989,0.4119807401134014,4.489982707346729
100,0.9400000000000001,0.6297956056183145,0.4236573407483437,4.774419765700593
100,0.9500000000000001,0.6811634622388542,0.44087089802959695,5.146372448155303
100,0.96,0.7645579929079724,0.4665921606074785,5.6231876876145686
100,0.97,0.9051443771959368,0.5037690146770273,6.129849589557975
100,0.98,1.1449242565546496,0.554355439014879,6.587068247852066
100,0.99,1.5598797371490665,0.6202468025253487,6.95276030295619
1000,0.01,2.517634851311834e-05,0.0025131842637947668,0.012544534123752105
1000,0.02,0.00010138768973023458,0.005051707341021084,0.035719579298214316
1000,0.03,0.00022968110182296965,0.007615904336980316,0.06587991434127206
1000,0.04,0.0004111362214022915,0.010206115729235,0.10176020885694928
1000,0.05,0.0006468666075191252,0.01282268775105041,0.14264217967889387
1000,0.06,0.0009380211778575919,0.015465972809715454,0.18805000611483808
1000,0.07,0.0012857857217436841,0.018136329939521936,0.2376411343176404
1000,0.08,0.0016913844949594308,0.02083412528890434,0.2911556807038397
1000,0.09,0.0021560819017252325,0.023559732641235138,0.3483892773432579
1000,0.1,0.0026811842696336683,0.026313533968827633,0.40917700683399577
1000,0.11,0.0032680417237667316,0.02909592001967628,0.47338320908248244
1000,0.12,0.003918050166717176,0.03190729093663216,0.5408946626110414
1000,0.13,0.00463265337178918,0.03474805690890714,0.6116158303784667
1000,0.14,0.005413345197221721,0.03761863885597552,0.6854654327992039
1000,0.15,0.006261671929928278,0.0405194691441863,0.7623739090540663
1000,0.16,0.007179234767966769,0.04345099233671667,0.8422814931883728
1000,0.17,0.008167692451692472,0.0464136659777496,0.9251367279396364
1000,0.18,0.00922876405441763,0.049407961412060976,1.010895297913132
1000,0.19,0.010364231944330235,0.05243436464159396,1.0995191007394824
1000,0.2,0.011575944930432323,0.05549337722088,1.190975498925809
1000,0.21,0.01286582160639347,0.058585517193535885,1.285236711217032
1000,0.22,0.01423585390745069,0.06171132007244403,1.3822793133044733
1000,0.23,0.015688110896846207,0.06487133986659623,1.4820838254344266
1000,0.24,0.017224742799839612,0.06806615015802743,1.5846343699609964
1000,0.25,0.018847985304936043,0.07129634523258212,1.6899183858756555
1000,0.26,0.020560164153881136,0.07456254126881297,1.7979263902784035
1000,0.27,0.02236370004401178,0.077865377589748,1.908651778956431
1000,0.28,0.024261113868785652,0.08120551798270675,2.022090659884813
1000,0.29,0.026255032324927683,0.08458365209303002,2.13824171475073
1000,0.3,0.028348193917363932,0.08800049689803163,2.257106084579643
1000,0.31,0.03054345539632748,0.09145679826823774,2.3786872763258105
1000,0.32,0.032843798664468925,0.0949533326235993,2.5029910878966932
1000,0.33,0.0352523381957906,0.09849090869321983,2.6300255495835727
1000,0.34,0.037772329012610135,0.10207036938798106,2.759800880265848
1000,0.35000000000000003,0.04040717527166982,0.10569259379636291,2.8923294570895943
1000,0.36,0.04316043951609448,0.10935849931486114,3.0276257975948204
1000,0.37,0.04603585265611133,0.1130690439255557,3.165706553496186
1000,0.38,0.04903732474853508,0.11682522863473654,3.306590515526822
1000,0.39,0.0521689566530271,0.12062810008802749,3.4502986289277766
1000,0.4,0.05543505265203382,0.1244787533789881,3.5968540193147556
1000,0.41000000000000003,0.058840134131684166,0.12837833507020552,3.7462820288070287
1000,0.42,0.06238895443248257,0.13232804644793703,3.8986102624260783
1000,0.43,0.06608651499196634,0.13632914703384638,4.053868644904243
1000,0.44,0.06993808291649442,0.14038295838000264,4.212089488161577
1000,0.45,0.07394921013684663,0.1444908681766161,4.3733075698388895
1000,0.46,0.0781257543220819,0.14865433470542108,4.537560223397617
1000,0.47000000000000003,0.08247390174881934,0.15287489167562304,4.704887440430536
1000,0.48,0.08700019234964572,0.15715415348418513,4.875331985966219
1000,0.49,0.09171154719468982,0.1614938209474931,5.048939527710948
1000,0.5,0.09661529869550399,0.1658956875575156,5.2257587803310415
1000,0.51,0.10171922386153702,0.1703616463229115,5.4058416660666575
1000,0.52,0.1070315809868751,0.1748936972635238,5.589243493178811
1000,0.53,0.11256115020104315,0.1794939556366097,5.776023153972418
1000,0.54,0.11831727838260162,0.18416466098403575,5.9662433443992935
1000,0.55,0.12430992901127424,0.18890818710285298,6.159970807563974
1000,0.56,0.13054973762489108,0.19372705305692534,6.357276603810396
1000,0.5700000000000001,0.1370480736547107,0.19862393536522416,6.558236410482793
1000,0.58,0.14381710954035742,0.20360168152371755,6.762930854949647
1000,0.59,0.15086989817755275,0.20866332504282184,6.971445885045964
1000,0.6,0.15822045993377354,0.21381210221210828,7.183873181752529
1000,0.61,0.1658838806870581,0.21905147084020937,7.400310619769022
1000,0.62,0.1738764226061818,0.2243851312595658,7.620862782527012
1000,0.63,0.18221564971358092,0.22981704993833924,7.845641539399596
1000,0.64,0.19092057066239954,0.2353514861030413,8.07476669416799
1000,0.65,0.20001180164012913,0.24099302185171334,8.308366715503826
1000,0.66,0.2095117529023923,0.24674659632964582,8.546579562211818
1000,0.67,0.21944484317299512,0.25261754465310576,8.789553618421687
1000,0.68,0.229837747060507,0.25861164240701456,9.037448756949395
1000,0.6900000000000001,0.2407196817867347,0.26473515671647174,9.290437552734636
1000,0.7000000000000001,0.25212274096944515,0.2709949051101205,9.548706672899128
1000,0.71,0.2640822850408983,0.27739832366759903,9.812458475725945
1000,0.72,0.27663740024061895,0.2839535462913748,10.081912858151622
1000,0.73,0.28983144116356174,0.29066949738770953,10.35730940058836
1000,0.74,0.30371267580843686,0.2975560008144278,10.63890986970785
1000,0.75,0.31833505727922506,0.3046239086973739,10.927001155072643
1000,0.76,0.3337591532057879,0.31188525469393885,11.221898735350674
1000,0.77,0.35005327321957613,0.31935343757565543,11.523950795967542
1000,0.78,0.36729484739300655,0.32704344273443386,11.833543154744133
1000,0.79,0.38557212581293066,0.3349721115649821,12.151105198692727
1000,0.8,0.4049862934674538,0.3431584718959735,12.47711709809404
1000,0.81,0.4256541284897922,0.35162414711467094,12.812118646613524
1000,0.8200000000000001,0.4477113801029925,0.36039386784734734,13.15672015674089
1000,0.8300000000000001,0.4713171114052003,0.3694961183589373,13.511615723825239
1000,0.84,0.4966593442706014,0.3789639583032778,13.877597740720821
1000,0.85,0.5239624329909082,0.3888360557552298,14.2555638223692
1000,0.86,0.5534965255397847,0.3991578938196629,14.646475893360396
1000,0.87,0.5855886886273581,0.40998279821369527,15.051130407324122
1000,0.88,0.620632318558209,0.42137149171969696,15.469350057057028
1000,0.89,0.6590837666918469,0.4333868037656572,15.897780628538797
1000,0.9,0.7014209099489365,0.44607710526694977,16.325164861204115
1000,0.91,0.7480233988661077,0.4594406378893534,16.724750259711133
1000,0.92,0.7989413151936503,0.47336953106477136,17.046744951503477
1000,0.93,0.8535860014723611,0.48759315829714694,17.21922429845197
1000,0.9400000000000001,0.9105249459231669,0.5016710704022598,17.17729253309706
1000,0.9500000000000001,0.9677575133936027,0.5151083153484132,16.90647090918563
1000,0.96,1.0240682577050433,0.5276810309865373,16.50053511456042
1000,0.97,1.0826514198832147,0.5401579713293265,16.320304324281157
1000,0.98,1.1614133824082074,0.5561553462071628,17.011398191879483
1000,0.99,1.3393306818343307,0.5893923048201768,19.708684942906757
10000,0.01,2.5168768543971113e-05,0.0025126177970198147,0.03996181839645908
10000,0.02,0.00010135706029387621,0.005050567315646281,0.11336247527271918
10000,0.03,0.00022961147471150937,0.007614184054241268,0.20882047510874552
10000,0.04,0.0004110111497396394,0.010203808853601361,0.3223491010350467
10000,0.05,0.00064666912475367,0.012819788274141774,0.4516826560338917
10000,0.06,0.000937733775636003,0.015462475008907524,0.5953194243482222
10000,0.07,0.0012853903265884004,0.018132228332151962,0.7521779316094581
10000,0.08,0.0016908624436899097,0.020829414583301748,0.9214375201657652
10000,0.09,0.002155413915519067,0.02355440768545658,1.102452736974139
10000,0.1,0.0026803504266514257,0.026307589698147886,1.294702663185254
10000,0.11,0.0032670214302225444,0.02908935140360046,1.4977587542936868
10000,0.12,0.003916822126326929,0.03190009292635653,1.711263321961703
10000,0.13,0.004631195553450385,0.03474022438567673,1.9349145281330422
10000,0.14,0.00541163480081607,0.03761016658087516,2.1684555666264096
10000,0.15,0.00625968535010259,0.040510351709684374,2.4116666478793296
10000,0.16,0.00717694755576692,0.04344122412026525,2.66435892409701
10000,0.17,0.00816507927386715,0.046403241097466345,2.9263697961091575
10000,0.18,0.009225798650294536,0.049396873684759104,3.197559228423874
10000,0.19,0.010360887079936248,0.052422607542704114,3.4778068156076327
10000,0.2,0.011572192349814981,0.05548094384661752,3.7670094192566848
10000,0.21,0.012861631979849717,0.05857240022494406,4.065079245485826
10000,0.22,0.014231196776452378,0.061697511741197066,4.37194226774307
10000,0.23,0.01568295461520272,0.06485683192191288,4.687536924038874
10000,0.24,0.017219054471427797,0.06805093383577605,5.011813035182261
10000,0.25,0.0188417307165719,0.07128041122400236,5.344730902798021
10000,0.26,0.020553307704667127,0.07454587969192183,5.686260555900752
10000,0.27,0.022356204668624438,0.07784797795897645,6.03638112062135
10000,0.28,0.024252940956478255,0.08118736918063474,6.39508029431523
10000,0.29,0.02624614163212921,0.08456474234085219,6.762353907907598
10000,0.3,0.02833854347445721,0.08798081372635308,7.138205564560559
10000,0.31,0.030533001407531925,0.0914363284870158,7.522646344491871
10000,0.32,0.032832495400289936,0.09493206229106019,7.9156945680081146
10000,0.33,0.03524013787723542,0.09846882308328866,8.317375610394677
10000,0.34,0.03775918168735168,0.10204745295715549,8.727721763588926
10000,0.35000000000000003,0.04039302867992425,0.10566883014774073,9.146772140213127
10000,0.36,0.043145238946045245,0.10933387116010705,9.574572617044865
10000,0.37,0.0460195407885745,0.113043533045242,10.01117581541854
10000,0.38,0.049019841488236134,0.11679881583483256,10.456641116333302
10000,0.39,0.05215023894665954,0.1206007651538812,10.911034709414674
10000,0.4,0.05541503429029958,0.12445047502479965,11.374429674466205
10000,0.41000000000000003,0.058818745536342476,0.1283490908863056,11.846906095759625
10000,0.42,0.06236612242210182,0.13229781284062356,12.328551208180675
10000,0.43,0.0660621625302176,0.13629789916325427,12.819459577009429
10000,0.44,0.0699121288358812,0.14035067009043897,13.319733310775346
10000,0.45,0.07392156883889202,0.14445751192213116,13.829482309441497
10000,0.46,0.07809633544647655,0.1486198814655489,14.348824548595257
10000,0.47000000000000003,0.08244260981607746,0.15283931086779304,14.877886403086803
10000,0.48,0.08696692636614696,0.1571174128647593,15.416803010824573
10000,0.49,0.09167620021925436,0.16145588650359646,15.965718680981835
10000,0.5,0.09657775736328504,0.1658565233889822,16.524787349720384
10000,0.51,0.10167936785979133,0.17032121451276835,17.094173087478406
10000,0.52,0.10698928247355231,0.1748519577334818,17.67405066227025
10000,0.53,0.11251627316530324,0.17945086599062512,18.26460616540551
10000,0.54,0.11826967793264741,0.18412017633306688,18.866037704696506
10000,0.55,0.12425945058324592,0.18886225987124866,19.478556173427325
10000,0.56,0.13049621610391368,0.1936796327691762,20.102386103443344
10000,0.5700000000000001,0.1369913323912717,0.198574968407393,20.737766611489082
10000,0.58,0.1437569592503503,0.20355111087844896,21.384952450851454
10000,0.59,0.15080613570813955,0.2086110899936919,22.04421518106435
10000,0.6,0.1581528668749241,0.21375813801301377,22.715844470908014
10000,0.61,0.16581222180336885,0.21899570834366777,23.400149552474844
10000,0.62,0.17380044406492998,0.22432749650050657,24.09746084738793
10000,0.63,0.1821350770694729,0.22975746366275027,24.808131788834295
10000,0.64,0.19083510656484876,0.23528986323642986,25.532540868953955
10000,0.65,0.19992112321068972,0.24092927089499483,26.27109394467647
10000,0.66,0.2094155087268442,0.24668061867200858,27.024226842845206
10000,0.67,0.21934264983761267,0.2525492337871889,27.79240831215546
10000,0.68,0.22972918514298765,0.25854088302715805,28.576143379280524
10000,0.6900000000000001,0.24060429120372492,0.2646618236824196,29.3759771789354
10000,0.7000000000000001,0.25200001554331203,0.27091886224666284,30.192499340640683
10000,0.71,0.26395166613137794,0.27731942237144863,31.02634903489426
10000,0.72,0.27649826923425,0.283871623903039,31.878220802866213
10000,0.73,0.289683110569759,0.2905843752806527,32.74887132397969
10000,0.74,0.3035543786409701,0.2974674821398813,33.639127312423
10000,0.75,0.31816593431136664,0.3045317757066952,34.54989478183766
10000,0.76,0.3335782375560691,0.3117892655337312,35.48216997881457
10000,0.77,0.3498594715860227,0.31925332243262533,36.43705237140701
10000,0.78,0.36708691700967805,0.3269388991567623,37.41576018362438
10000,0.79,0.3853486459053697,0.33486279873818214,38.419649117208664
10000,0.8,0.4047456295541975,0.3430440035766455,39.450235100255796
10000,0.81,0.42539438730547335,0.3515040828366523,40.50922217871265
10000,0.8200000000000001,0.4474303523275606,0.36026770198336017,41.59853705126931
10000,0.8300000000000001,0.4710122005123459,0.36936326733728175,42.72037229981892
10000,0.84,0.49632749336659326,0.3788237516734654,43.87724115654021
10000,0.85,0.5236001447231943,0.3886877666103473,45.0720478277893
10000,0.86,0.553100467731644,0.3990009774779776,46.308179159226434
10000,0.87,0.5851589521725927,0.4098180032806252,47.5896261654424
10000,0.88,0.6201855683086503,0.42120501975452684,48.92114829323886
10000,0.89,0.6586974914744644,0.4332434088277213,50.308500425024505
10000,0.9,0.7013600802893967,0.44603501368709186,51.758754759478514
10000,0.91,0.7490495229069156,0.45970994717374486,53.280771226324134
10000,0.92,0.8029525440102001,0.47443863678189313,54.88591021189667
10000,0.93,0.8647330564279975,0.4904512690546174,56.589160703218866
10000,0.9400000000000001,0.936828182617935,0.508071002400954,58.41102545408703
10000,0.9500000000000001,1.0230165179901043,0.5277749047798543,60.380817919501936
10000,0.96,1.1296046825486916,0.5503121588512515,62.53495566096891
10000,0.97,1.2673058093976224,0.576786930716161,64.66714010874254
10000,0.98,1.4439548321971196,0.606956954881236,64.24870118032625
10000,0.99,1.6356570280467495,0.6355352884848109,58.05522516090891
100000,0.01,2.5168010926236587e-05,0.002512561176179933,0.12646327682521968
100000,0.02,0.00010135399889737561,0.005050453365353532,0.3586126730126663
100000,0.03,0.00022960451555255248,0.0076140121052283155,0.6605034475130416
100000,0.04,0.0004109986490149612,0.010203578272941256,1.0195330576970103
100000,0.05,0.000646649386763269,0.012819498461887168,1.428538534218173
100000,0.06,0.0009377050505557068,0.015462125393686212,1.8827719664183076
100000,0.07,0.001285350808113666,0.018131818366460096,2.3788139913447646
100000,0.08,0.0016908102666762306,0.020828943739316767,2.914069829292855
100000,0.09,0.002155347153265337,0.023553875448975494,3.4864986355055088
100000,0.1,0.0026802670882008182,0.026306995563726114,4.094453307779619
100000,0.11,0.003266919457623016,0.029088694869906694,4.736578811641035
100000,0.12,0.0039166993914261,0.03189937349008488,5.411744147469119
100000,0.13,0.004631049854597677,0.03473944153618747,6.1189949067762495
100000,0.14,0.005411463859630893,0.03760931979593985,6.8575190673488935
100000,0.15,0.006259486807844683,0.04050944045046282,7.626621650774996
100000,0.16,0.007176718969313455,0.04344024782606876,8.425705514747591
100000,0.17,0.008164818112083779,0.04640219918263382,9.254256514602618
